gender,age,numkids,type,memberyears,avg_yrly_visits,offer_fd_penguin,offer_fd_meercat,offer_fd_flamingo,offer_fd_tiger,offer_fd_gecko,offer_sp_penguin,offer_sp_meercat,offer_sp_flamingo,offer_sp_tiger,offer_sp_gecko,support_calls_last_year,churned 
F,45,1,F,6,1.1,N,N,N,N,N,N,N,N,N,N,3,Y
M,22,1,F,4,13.5,Y,N,N,N,N,N,N,N,N,N,3,Y
M,22,0,R,2,7.1,Y,N,N,N,N,N,N,N,N,N,1,Y
M,32,2,F,7,8.8,N,N,N,N,N,N,N,N,N,N,1,Y
M,21,0,R,6,5,N,N,N,N,N,N,N,N,N,N,0,Y
F,41,2,F,5,3.5,N,N,N,N,N,N,N,N,N,N,2,Y
M,51,3,F,9,8.4,Y,Y,N,N,N,N,N,Y,N,N,0,Y
F,19,3,F,3,5.8,N,N,N,N,N,N,N,N,N,N,2,Y
M,43,2,F,7,5.8,N,N,N,N,N,N,N,N,N,N,3,Y
F,53,0,I,1,3,N,N,N,N,N,N,N,N,N,N,3,Y
M,49,1,F,1,5,N,N,N,N,N,N,N,N,N,N,3,Y
F,19,0,R,7,24.2,N,N,N,N,N,N,N,N,N,N,2,Y
F,35,3,F,6,5.1,N,N,N,N,N,N,N,N,N,N,2,Y
M,32,2,F,3,10.7,Y,N,N,N,N,N,N,N,N,N,4,Y
M,45,0,I,1,4,N,Y,N,N,N,N,N,N,N,N,3,Y
F,23,0,S,3,6.7,N,Y,N,N,N,N,N,N,Y,N,2,Y
M,48,1,F,7,8.1,N,N,N,N,N,N,N,N,N,N,4,Y
F,32,3,F,4,4.1,N,N,N,N,N,N,N,N,N,N,3,Y
F,45,1,F,2,1,N,N,N,N,N,N,N,N,N,N,3,Y
F,41,3,F,4,5.3,N,N,N,N,N,N,N,N,N,N,3,Y
F,20,2,F,3,3.4,N,N,N,N,N,N,N,N,N,N,2,Y
M,29,2,F,3,1.7,Y,N,N,N,N,N,N,N,N,N,2,Y
M,38,0,I,2,4.6,N,N,N,N,N,N,N,N,N,N,4,Y
F,34,2,F,4,14.1,N,Y,N,N,N,N,N,N,N,N,2,Y
M,24,0,R,6,17.6,N,N,N,N,N,N,N,N,N,N,3,Y
F,21,0,R,10,7.3,N,Y,N,N,N,N,N,N,N,N,2,Y
F,36,1,F,1,2,Y,Y,N,N,N,N,N,N,N,N,1,Y
F,64,0,I,2,2.6,N,N,N,N,N,N,N,N,N,N,4,Y
F,18,5,F,5,8.6,N,N,N,N,N,N,N,N,N,N,2,Y
M,20,0,S,3,7.6,N,N,N,N,N,N,N,N,N,N,2,Y
F,21,0,S,2,13.9,N,N,N,N,N,N,N,N,N,N,3,Y
M,26,3,F,5,11.4,N,N,N,N,N,N,N,N,N,N,3,Y
M,20,2,F,4,6.4,N,N,N,N,N,N,N,N,N,N,2,Y
M,21,0,S,4,7,N,N,N,N,N,N,N,N,N,N,3,Y
M,43,2,F,3,2.6,N,N,N,N,N,N,N,N,N,N,2,Y
M,35,4,F,4,7.4,Y,Y,N,N,N,Y,Y,N,N,N,3,Y
F,18,1,F,6,3.1,N,N,N,N,N,N,N,N,N,N,3,Y
M,22,0,S,2,18.1,N,N,N,N,N,N,N,N,N,N,4,Y
F,20,0,S,4,7.9,N,N,N,Y,N,N,N,N,N,N,2,Y
M,54,4,F,6,3.1,Y,Y,N,N,N,Y,Y,Y,N,N,4,Y
M,19,0,R,6,7.1,N,N,N,Y,N,N,N,N,N,N,3,Y
F,32,1,F,5,7.4,N,N,N,N,N,N,N,N,N,N,3,Y
F,18,1,F,5,3.3,N,N,N,N,N,N,N,N,N,N,3,Y
F,18,0,S,1,12,N,N,N,N,N,N,N,N,N,N,3,Y
M,23,0,R,8,9.7,N,N,N,N,N,N,N,N,N,N,3,Y
F,24,0,S,3,15.9,Y,Y,N,N,N,N,N,N,N,N,4,Y
F,21,0,S,2,9.5,N,Y,N,N,N,N,Y,N,N,N,4,Y
M,43,2,F,2,9.3,N,N,N,N,N,N,N,N,N,N,4,Y
F,51,3,F,3,1.8,N,Y,N,Y,N,N,N,N,N,N,4,Y
M,62,0,I,2,3.5,N,N,N,N,N,N,N,N,N,N,4,Y
F,59,1,F,5,3.3,Y,N,N,N,N,N,N,N,N,N,1,Y
F,28,1,F,6,10.8,N,N,N,N,N,N,N,N,N,N,3,Y
F,29,2,F,3,11,N,N,N,N,N,N,N,N,N,N,3,Y
F,44,1,F,4,2.8,N,N,N,N,N,N,N,N,N,N,2,Y
M,32,2,F,2,17.9,N,Y,N,N,N,N,N,N,N,N,4,Y
M,20,2,F,2,3.6,N,N,N,N,N,N,N,N,Y,N,3,Y
F,31,3,F,5,12.1,N,N,N,N,N,N,N,N,N,N,4,Y
F,18,0,R,6,13.1,Y,N,N,N,N,N,N,N,N,N,1,Y
F,21,0,S,2,6.8,Y,N,N,N,N,N,N,N,N,N,3,Y
F,19,0,S,3,5.8,N,N,N,N,N,N,N,N,N,N,4,Y
F,21,1,F,4,12.5,Y,N,N,N,N,N,N,Y,N,N,3,Y
F,21,0,R,8,12.5,N,N,N,N,N,N,N,N,N,N,4,Y
F,46,2,F,4,2.3,N,N,N,N,N,N,N,N,N,N,3,Y
M,42,1,F,3,5.7,N,N,N,N,N,N,N,N,N,N,4,Y
F,18,1,F,1,3,N,N,N,N,N,N,N,N,N,N,3,Y
M,49,1,F,4,1.7,N,N,N,N,N,N,N,N,N,N,3,Y
F,27,4,F,1,2,Y,N,N,N,N,N,N,N,N,N,2,Y
F,38,1,F,1,5,N,N,N,N,N,N,N,N,N,N,4,Y
F,23,1,F,3,9.2,N,N,N,N,N,N,N,N,N,N,4,Y
M,24,0,S,4,12.3,N,N,N,N,N,N,N,N,N,N,3,Y
M,50,0,I,1,4,N,N,N,N,N,N,N,N,N,N,2,Y
M,57,3,F,7,10.7,N,N,N,N,N,N,N,N,N,N,3,Y
M,24,0,R,1,12,N,Y,Y,N,N,N,Y,N,N,N,3,Y
M,54,5,F,5,9.8,N,N,N,N,N,N,N,N,N,N,3,Y
M,39,1,F,4,6.6,N,Y,N,N,N,N,N,N,N,N,2,Y
F,20,0,S,4,5.2,N,Y,N,N,N,N,N,N,Y,N,3,Y
M,35,1,F,6,7.1,N,N,N,N,N,N,N,N,N,N,3,Y
F,40,4,F,5,5.3,N,N,N,N,N,N,N,N,N,N,3,Y
M,26,4,F,8,4.2,Y,N,N,N,N,N,N,N,N,N,4,Y
M,74,2,F,5,7.1,N,N,N,N,N,N,N,N,N,N,3,Y
M,29,3,F,3,1.9,N,Y,N,N,N,N,N,N,N,N,2,Y
F,32,3,F,5,2.8,N,N,N,N,N,N,N,N,N,N,2,Y
F,35,2,F,1,2,Y,N,N,N,N,N,N,N,N,N,3,Y
F,29,3,F,8,17.7,N,N,N,N,N,N,N,N,N,N,2,Y
F,18,0,I,1,4,Y,Y,N,N,N,Y,N,N,N,N,4,Y
F,25,4,F,3,2.1,N,N,N,N,N,N,N,N,N,N,2,Y
F,23,0,R,4,9.8,Y,Y,N,N,N,N,N,N,N,N,2,Y
M,18,3,F,2,12.1,N,N,N,N,N,N,N,N,N,N,3,Y
M,38,5,F,3,9.3,N,Y,N,Y,N,N,N,N,N,N,4,Y
F,19,0,S,3,6.7,N,Y,N,N,N,N,N,N,N,N,3,Y
F,40,1,F,3,5.2,Y,Y,N,N,N,N,Y,N,N,N,4,Y
M,74,0,I,1,3,N,N,N,N,N,N,N,N,N,N,0,Y
F,27,3,F,5,10,N,N,N,N,N,N,N,N,N,N,4,Y
M,47,3,F,2,2.5,N,N,N,N,N,N,N,N,N,N,3,Y
M,22,0,S,2,5.5,N,Y,N,N,N,N,N,N,Y,N,3,Y
M,22,0,S,2,8.8,N,N,N,N,N,N,N,N,N,N,4,Y
F,55,2,F,7,2.5,N,N,N,N,N,N,N,N,N,N,3,Y
M,20,0,S,4,5.1,Y,Y,N,N,N,Y,Y,N,N,N,4,Y
F,18,2,F,3,6.5,N,N,N,N,N,N,N,N,N,N,3,Y
F,24,0,S,3,10.4,N,Y,Y,Y,N,Y,Y,N,Y,N,4,Y
F,38,1,F,3,2.8,N,N,N,N,N,N,N,N,N,N,3,Y
F,21,0,R,5,13.8,N,N,N,N,N,N,N,N,N,N,2,Y
F,36,1,F,6,6.3,N,N,N,N,N,N,N,N,N,N,3,Y
M,29,3,F,5,7.8,N,N,N,N,N,N,N,N,N,N,4,Y
F,18,0,S,3,11.7,N,N,N,N,N,N,N,N,N,N,3,Y
M,18,1,F,7,4.8,N,N,N,N,N,N,N,N,N,N,2,Y
M,24,1,F,5,3.5,Y,Y,N,N,N,N,Y,N,N,N,2,Y
M,18,0,S,2,9,N,N,N,N,N,N,N,N,N,N,4,Y
F,54,1,F,1,5,N,N,N,N,N,N,N,Y,N,N,2,Y
F,18,3,F,2,10.6,N,N,N,N,N,N,N,N,N,N,2,Y
F,21,0,S,3,13.6,N,N,N,N,N,N,N,N,N,N,4,Y
M,23,0,S,2,13.6,Y,N,N,Y,N,N,N,N,N,N,4,Y
M,40,0,I,2,6,N,N,N,N,N,N,N,N,N,N,3,Y
M,26,1,F,6,10,N,Y,N,Y,N,N,N,N,Y,N,4,Y
M,18,3,F,4,3.4,N,N,N,N,N,N,N,N,N,N,3,Y
F,35,4,F,6,3,N,N,N,N,N,N,N,N,N,N,1,Y
F,46,1,F,1,6,N,N,N,N,N,N,N,N,N,N,4,Y
M,42,1,F,8,5.5,N,Y,N,N,N,N,N,Y,N,N,2,Y
F,23,0,S,3,10.4,N,N,N,N,N,N,N,N,N,N,1,Y
F,23,2,F,2,6.6,N,N,N,N,N,N,N,N,N,N,4,Y
F,62,0,I,2,5.6,N,N,N,N,N,N,N,N,N,N,3,Y
M,31,1,F,2,9.9,Y,N,Y,N,N,N,N,N,N,N,2,Y
F,43,1,F,5,5.5,Y,Y,N,N,N,N,N,N,N,N,2,Y
M,18,0,R,3,8.3,N,N,N,N,N,N,N,N,N,N,3,Y
M,19,0,R,7,9.4,N,N,N,N,N,N,N,N,Y,N,3,Y
M,21,2,F,2,4.4,N,N,N,N,N,N,N,N,N,N,2,Y
M,18,0,S,4,7.1,N,N,N,N,N,N,N,N,N,N,0,Y
F,57,3,F,2,3.8,N,N,N,N,N,N,N,N,N,N,3,Y
M,22,1,F,5,11.1,Y,Y,N,N,N,N,N,N,N,N,4,Y
F,25,4,F,6,3,N,N,N,N,N,N,N,N,N,N,3,Y
M,50,3,F,1,5,N,Y,Y,N,N,N,N,N,N,N,4,Y
M,22,0,S,4,8.7,N,N,N,N,N,N,N,N,N,N,3,Y
M,20,0,S,2,7.2,N,N,N,N,N,N,N,Y,N,N,4,Y
M,25,0,R,4,5.8,N,N,N,N,N,N,N,N,N,N,4,Y
M,44,3,F,4,1.2,N,N,N,N,N,N,N,N,N,N,4,Y
M,18,0,I,3,7,N,N,N,N,N,N,N,N,N,N,2,Y
M,29,3,F,7,4.6,N,N,N,N,N,N,N,N,N,N,3,Y
F,35,0,I,2,3.5,Y,Y,N,N,N,N,N,N,N,N,3,Y
M,45,1,F,5,1.5,Y,Y,N,N,N,Y,N,N,N,N,4,Y
F,20,0,R,7,10.4,Y,Y,N,N,N,N,Y,N,N,N,2,Y
M,46,1,F,11,6.6,Y,N,N,N,N,N,Y,N,N,N,4,Y
M,18,0,S,3,6.9,Y,Y,N,N,N,N,N,N,N,N,2,Y
M,22,0,S,2,18,N,N,N,N,N,N,N,N,N,N,4,Y
F,21,2,F,4,3.2,N,N,N,N,N,N,N,N,N,N,2,Y
F,18,2,F,1,2,Y,N,N,N,N,N,N,N,N,N,4,Y
M,24,4,F,4,7.1,N,N,N,N,N,N,N,N,N,N,4,Y
M,28,3,F,5,6.5,Y,N,N,N,N,Y,N,N,N,N,4,Y
M,24,0,R,5,8.7,N,Y,N,N,N,N,N,N,N,N,3,Y
F,29,1,F,1,2,Y,N,N,N,N,N,N,N,N,N,3,Y
M,47,1,F,9,1.7,Y,Y,N,N,N,N,N,Y,Y,N,2,Y
M,22,0,R,5,10.8,N,N,N,N,N,N,N,N,N,N,3,Y
F,18,0,I,1,4,N,Y,N,N,N,N,N,N,N,N,4,Y
M,50,1,F,1,3,N,N,N,N,N,N,N,N,N,N,2,Y
M,24,0,S,2,11.5,N,Y,N,N,N,N,N,N,Y,N,4,Y
M,22,0,S,2,8.8,N,N,N,N,N,N,N,N,N,N,4,Y
F,18,0,I,2,4.9,N,N,N,N,N,N,N,N,N,N,4,Y
M,18,0,R,4,8.7,Y,Y,N,N,N,N,N,N,N,N,2,Y
F,18,3,F,3,6.4,N,N,N,N,N,N,N,N,N,N,2,Y
M,25,2,F,1,2,Y,Y,N,N,N,N,N,N,Y,N,3,Y
F,37,4,F,3,9.8,N,N,N,N,N,N,N,N,N,N,3,Y
M,18,2,F,2,1.7,N,N,N,N,N,N,N,N,N,N,1,Y
M,48,3,F,2,2,N,N,Y,N,N,N,N,N,N,N,3,Y
F,40,1,F,4,10.2,N,N,N,N,N,N,N,N,N,N,4,Y
M,20,0,R,7,11.6,N,N,N,N,N,N,N,N,N,N,3,Y
M,45,0,I,1,3,N,N,N,N,N,N,N,N,N,N,4,Y
M,29,5,F,1,6,N,Y,N,N,N,N,N,N,N,N,4,Y
M,72,0,I,2,4.3,N,N,N,N,N,N,N,N,N,N,3,Y
F,45,1,F,3,6.6,N,Y,Y,N,N,N,N,N,N,N,4,Y
F,18,0,S,3,16.7,Y,Y,N,N,N,N,N,N,N,N,3,Y
M,25,0,I,1,3,N,N,N,N,N,N,N,N,N,N,3,Y
F,21,0,R,6,10,N,Y,N,N,N,N,N,Y,N,N,3,Y
M,19,0,S,2,5.9,Y,Y,N,N,N,N,N,N,N,N,3,Y
M,71,4,F,1,7,N,N,N,N,N,N,N,N,N,N,4,Y
M,25,3,F,2,13.2,N,N,N,N,N,N,N,N,N,N,3,Y
F,31,2,F,3,2.1,N,N,N,N,N,N,N,N,N,N,3,Y
M,37,0,I,1,2,N,N,N,N,N,N,N,N,N,N,3,Y
F,21,0,R,6,15.1,N,Y,N,Y,N,N,N,N,N,N,3,Y
M,19,0,S,2,7.6,N,N,N,N,N,N,N,N,N,N,3,Y
M,33,1,F,6,10.4,Y,N,N,N,N,N,N,N,N,N,4,Y
F,21,0,S,2,5.1,N,N,N,N,N,N,N,N,N,N,3,Y
M,23,0,R,7,5.3,N,N,N,N,N,N,N,N,N,N,2,Y
M,37,0,I,2,6,Y,N,N,N,N,N,N,N,N,N,4,Y
M,48,0,I,2,5.8,N,Y,N,N,N,N,Y,N,N,N,2,Y
M,18,0,I,1,3,N,N,N,N,N,N,N,N,N,N,2,Y
M,50,4,F,10,4.1,N,N,N,N,N,N,N,N,N,N,4,Y
F,19,0,S,3,13.3,Y,N,Y,N,N,N,Y,N,Y,N,4,Y
F,27,1,F,4,4.8,N,Y,N,N,N,N,N,N,N,N,4,Y
F,23,0,S,1,5,N,Y,N,N,N,N,N,N,N,N,2,Y
M,18,1,F,4,7.4,N,N,N,N,N,N,N,N,N,N,3,Y
F,53,1,F,9,1,N,N,N,N,N,N,N,N,N,N,3,Y
M,18,0,R,5,4.1,N,N,N,N,N,N,N,N,N,N,3,Y
F,39,4,F,1,2,N,N,N,N,N,N,N,N,N,N,3,Y
F,45,3,F,1,8,N,N,N,N,N,N,N,N,N,N,3,Y
M,24,2,F,4,3.3,Y,Y,N,N,N,N,N,N,Y,N,3,Y
F,40,4,F,1,7,N,N,N,N,N,N,N,N,N,N,4,Y
F,34,1,F,4,2.3,N,Y,N,N,N,N,N,N,N,N,3,Y
F,50,1,F,9,5.3,N,N,N,N,N,N,N,N,N,N,3,Y
F,22,1,F,4,19,N,N,N,N,N,N,N,N,N,N,2,Y
F,22,0,S,1,6,N,N,N,N,N,N,N,N,N,N,2,Y
F,20,0,S,2,6.8,N,Y,N,N,N,N,N,N,N,N,1,Y
F,38,3,F,9,1.5,Y,Y,N,N,N,Y,N,N,N,N,3,Y
M,25,0,I,2,8.8,N,N,N,N,N,N,N,N,N,N,3,Y
F,36,0,I,1,2,N,N,N,N,N,N,N,N,N,N,4,Y
F,47,0,I,1,2,N,N,N,N,N,N,N,N,N,N,2,Y
M,21,0,R,6,10,N,N,N,N,N,N,N,N,N,N,4,Y
F,19,0,S,2,12.6,N,N,N,N,N,N,N,N,N,N,2,Y
M,23,0,S,3,6.6,N,N,N,N,N,N,N,N,N,N,4,Y
F,32,2,F,2,2.7,Y,N,N,N,N,Y,N,N,N,N,3,Y
M,21,0,S,4,12.7,N,N,N,N,N,N,N,N,N,N,3,Y
F,21,1,F,3,2.6,Y,Y,N,N,N,N,N,N,N,N,3,Y
F,18,2,F,5,2.8,N,N,N,N,N,N,N,N,N,N,3,Y
M,34,2,F,6,10.3,N,N,N,N,N,N,N,N,N,N,3,Y
M,37,1,F,1,6,Y,Y,N,N,N,Y,Y,N,N,N,2,Y
M,46,2,F,6,1.7,Y,Y,N,N,N,N,N,N,Y,N,3,Y
M,42,3,F,9,3.4,Y,N,N,N,N,N,N,N,N,N,1,Y
F,19,5,F,1,5,N,N,N,N,N,N,N,N,N,N,4,Y
M,38,1,F,2,1.1,N,N,N,N,N,N,N,N,N,N,2,Y
M,38,2,F,2,3.3,N,N,N,N,N,N,N,N,N,N,2,Y
M,64,0,I,1,2,N,N,N,N,N,N,N,N,N,N,3,Y
M,29,1,F,1,2,N,N,N,N,N,N,N,N,N,N,4,Y
F,35,1,F,2,2.7,N,N,N,N,N,N,N,N,N,N,2,Y
F,55,4,F,8,3.1,N,N,N,N,N,N,N,N,N,N,2,Y
F,30,1,F,4,7.5,Y,N,N,N,N,N,N,N,N,N,2,Y
F,19,0,S,4,10.7,N,N,N,N,N,N,N,N,N,N,4,Y
F,32,2,F,2,12.1,N,N,N,N,N,N,N,N,N,N,4,Y
M,26,2,F,6,13.8,N,Y,N,N,Y,N,Y,N,N,N,3,Y
M,25,0,R,6,10.2,N,N,N,N,N,N,N,N,N,N,4,Y
M,18,0,S,3,8.4,Y,Y,N,N,N,N,Y,N,N,N,3,Y
F,18,0,S,2,5,Y,Y,N,N,N,N,N,N,N,N,3,Y
F,24,1,F,7,7.7,N,Y,N,N,N,N,Y,N,N,N,2,Y
F,43,3,F,1,7,Y,N,N,N,N,N,N,N,N,N,4,Y
M,65,3,F,1,3,N,N,N,N,N,N,N,N,N,N,2,Y
F,31,2,F,4,10.4,N,N,N,N,N,N,N,N,N,N,4,Y
F,34,2,F,6,7,N,N,N,N,N,N,N,N,N,N,2,Y
F,49,2,F,5,4.2,N,Y,N,N,N,N,N,N,N,N,3,Y
F,45,3,F,1,7,N,Y,N,N,N,N,N,N,N,N,2,Y
F,41,1,F,5,8.8,N,N,N,N,N,N,N,N,N,N,2,Y
M,38,5,F,10,1.2,Y,N,N,N,N,N,N,N,N,N,4,Y
F,37,1,F,2,15.3,N,N,N,N,N,N,N,N,N,N,2,Y
M,38,3,F,6,6.7,N,Y,N,N,N,N,N,N,N,N,3,Y
F,27,2,F,2,5.6,Y,N,Y,N,N,N,N,N,N,N,3,Y
F,41,3,F,2,6.4,Y,Y,N,N,N,N,N,N,N,N,2,Y
M,28,2,F,4,5.3,Y,N,N,N,N,N,N,N,N,N,2,Y
F,18,0,S,2,10.3,N,N,N,N,N,N,N,N,N,N,2,Y
F,25,0,S,4,6.5,N,Y,N,N,N,N,N,N,Y,N,1,Y
F,21,0,S,2,10.4,N,N,N,N,N,N,N,N,N,N,3,Y
F,62,0,I,1,4,N,N,N,N,N,N,N,N,N,N,2,Y
F,43,1,F,6,10.3,N,Y,N,N,N,N,Y,N,N,N,2,Y
F,55,3,F,8,4.8,Y,N,N,N,N,N,N,N,N,N,3,Y
F,45,0,I,2,1,N,N,N,N,N,N,N,N,N,N,2,Y
F,48,0,I,3,3.7,N,N,N,N,N,N,N,N,N,N,2,Y
F,43,5,F,5,14,N,Y,N,N,N,N,N,N,N,N,3,Y
M,19,0,R,9,5.9,N,N,N,N,N,N,N,N,N,N,4,Y
M,27,0,I,2,4.9,N,N,N,N,N,N,N,N,N,N,4,Y
M,18,0,R,3,4.6,N,Y,N,N,N,N,N,N,N,N,3,Y
M,18,0,S,2,6.5,N,N,N,N,N,N,N,N,N,N,3,Y
M,47,1,F,3,6.6,N,N,N,N,N,N,N,N,N,N,3,Y
F,18,1,F,3,5.2,N,N,N,N,N,N,N,N,N,N,1,Y
F,42,3,F,4,3.3,N,N,N,N,N,N,N,N,N,N,2,Y
M,22,1,F,3,9,Y,Y,N,N,N,N,Y,N,N,N,3,Y
F,34,3,F,4,12,N,Y,N,N,N,N,N,N,N,N,4,Y
F,32,1,F,6,3,N,N,N,N,N,N,N,N,N,N,3,Y
F,20,0,S,3,8.4,N,N,N,N,N,N,N,N,N,N,4,Y
M,70,1,F,10,4.7,N,N,N,N,N,N,N,N,N,N,3,Y
F,18,0,R,8,14.7,Y,Y,N,N,N,N,N,N,N,N,3,Y
F,28,2,F,1,3,N,N,N,N,N,N,N,N,N,N,4,Y
M,24,2,F,3,2.4,N,N,N,N,N,N,N,N,N,N,4,Y
F,39,3,F,6,7.2,N,N,N,N,N,N,N,N,N,N,3,Y
F,27,2,F,2,2.6,N,N,N,N,N,N,N,N,N,N,0,Y
M,30,2,F,5,6.4,N,N,N,N,N,N,N,N,N,N,2,Y
F,48,0,I,3,2.5,N,N,N,N,N,N,N,N,N,N,2,Y
M,33,4,F,3,9.5,N,N,N,N,N,N,N,N,N,N,3,Y
F,30,3,F,3,9.9,N,N,N,N,N,Y,N,N,N,N,3,Y
F,23,2,F,1,2,N,Y,N,N,N,N,N,N,N,N,4,Y
M,35,2,F,5,3,N,N,N,N,N,N,N,N,N,N,2,Y
F,20,0,R,7,4.7,N,N,N,N,N,N,N,N,N,N,4,Y
F,45,2,F,1,5,N,N,N,N,N,N,N,N,N,N,4,Y
F,19,0,S,3,7.6,Y,Y,N,N,N,N,N,N,N,N,2,Y
F,23,0,S,1,5,N,N,N,N,N,N,N,N,N,N,2,Y
F,27,2,F,3,2.2,N,N,N,N,N,N,N,N,N,N,4,Y
F,20,0,R,8,9,N,N,N,N,N,Y,N,N,N,N,2,Y
M,43,1,F,2,3.6,N,N,N,N,N,N,N,N,N,N,2,Y
M,20,2,F,4,4.7,N,N,N,N,N,Y,N,N,N,N,4,Y
M,38,2,F,1,5,N,N,N,N,N,N,N,N,N,N,4,Y
M,55,1,F,2,8.8,Y,N,N,N,N,N,Y,N,N,N,2,Y
M,58,1,F,3,2.9,N,N,N,N,N,N,N,N,N,N,4,Y
F,20,0,R,3,22.6,N,Y,N,N,N,N,N,N,N,N,3,Y
M,31,1,F,8,7.5,Y,Y,N,N,N,Y,Y,N,N,N,2,Y
M,19,0,S,3,4.6,Y,Y,Y,N,N,N,N,N,N,N,2,Y
F,21,4,F,1,7,N,N,N,N,N,N,N,N,N,N,1,Y
F,20,0,S,3,11.1,N,Y,N,Y,N,N,Y,N,N,N,3,Y
F,20,0,R,8,14.5,N,Y,N,N,N,N,N,N,Y,N,3,Y
M,39,1,F,7,6,N,N,N,N,N,N,N,N,Y,N,1,Y
M,46,1,F,8,1.3,N,N,N,N,N,N,Y,N,N,N,3,Y
M,40,2,F,4,2.6,N,N,Y,N,N,N,N,N,N,N,4,Y
M,73,0,I,2,3.5,N,Y,N,N,N,N,N,N,N,N,1,Y
F,24,0,S,2,7.7,N,Y,N,N,N,N,N,N,N,N,3,Y
F,45,0,I,2,6,N,Y,N,N,N,N,Y,N,N,N,3,Y
F,18,3,F,4,4.2,Y,N,N,N,N,N,N,N,N,N,2,Y
M,20,0,S,1,5,Y,Y,N,N,N,N,N,N,N,N,3,Y
F,21,3,F,3,13.7,N,Y,N,N,N,Y,Y,N,N,N,1,Y
M,46,2,F,9,2,N,N,N,N,N,N,N,N,N,N,2,Y
F,43,1,F,4,6.5,N,N,N,N,N,N,N,N,N,N,3,Y
F,41,3,F,3,3.6,N,N,N,N,N,N,N,N,N,N,3,Y
M,63,0,I,2,2.4,N,N,N,N,N,N,N,N,N,N,4,Y
M,58,3,F,4,3.6,Y,N,N,N,N,N,N,N,N,N,4,Y
M,22,0,S,3,7.6,N,Y,N,Y,N,N,N,N,N,N,2,Y
M,30,2,F,1,7,N,N,N,N,N,N,Y,N,N,N,4,Y
F,41,1,F,5,4.8,Y,N,N,N,N,N,N,N,N,N,4,Y
M,36,2,F,3,5.3,N,N,N,N,N,N,N,N,N,N,4,Y
M,27,3,F,5,9.5,N,Y,N,N,N,N,N,N,N,N,3,Y
M,20,0,S,2,15.9,N,N,N,N,N,N,N,N,N,N,3,Y
F,21,0,I,1,4,N,N,N,N,N,N,N,N,N,N,2,Y
F,22,2,F,1,3,N,N,N,N,N,N,N,N,N,N,3,Y
F,63,3,F,9,5.8,N,N,N,N,N,N,N,N,N,N,2,Y
M,18,0,I,2,2,N,N,N,N,N,N,N,N,N,N,2,Y
F,48,0,I,1,5,N,N,N,N,N,N,N,N,N,N,3,Y
F,19,0,S,4,7,N,N,N,N,N,N,N,N,N,N,2,Y
F,53,2,F,6,8.6,N,N,N,N,N,N,N,Y,N,N,4,Y
F,23,0,S,4,5,N,N,N,N,N,N,N,N,N,N,3,Y
M,47,3,F,6,6.1,N,N,N,N,N,N,N,N,N,N,4,Y
M,20,0,R,6,11.5,N,N,N,N,N,N,N,N,N,N,3,Y
F,27,5,F,4,14,N,N,N,N,N,N,Y,N,N,N,3,Y
F,18,0,S,2,14.3,N,N,N,N,N,N,N,N,N,N,4,Y
M,54,3,F,4,5.6,N,N,N,N,N,N,N,N,N,N,3,Y
M,24,3,F,4,2.5,N,N,N,N,N,N,N,N,N,N,4,Y
F,19,0,S,1,9,N,Y,N,Y,N,Y,N,N,N,N,3,Y
M,30,0,I,2,5.6,N,Y,N,N,N,N,N,N,N,N,4,Y
M,35,4,F,3,3.4,N,Y,N,N,N,N,N,N,N,N,3,Y
F,55,4,F,11,7.9,N,N,N,N,N,N,N,N,N,N,3,Y
M,53,1,F,6,0.9,N,N,N,N,N,N,N,N,N,N,2,Y
M,43,2,F,2,3.8,N,N,N,N,N,N,N,N,N,N,2,Y
F,50,2,F,9,11.1,N,N,N,N,N,N,N,N,N,N,4,Y
M,18,3,F,1,3,N,N,N,N,N,N,N,N,N,N,4,Y
F,27,3,F,6,5.6,N,N,N,N,N,N,N,N,N,N,1,Y
F,22,0,S,4,12.6,N,N,N,N,N,N,N,N,N,N,4,Y
M,60,1,F,2,1.4,Y,N,N,N,N,N,N,N,N,N,3,Y
M,52,0,I,1,4,N,N,N,N,N,N,N,N,N,N,3,Y
M,21,4,F,4,2.7,N,N,N,N,N,N,N,N,N,N,4,Y
M,27,2,F,6,16,N,N,N,N,N,N,N,N,N,N,3,Y
F,32,3,F,2,10.4,N,Y,N,N,N,N,N,N,N,N,3,Y
F,18,3,F,3,2,N,N,N,N,N,N,N,N,N,N,3,Y
M,57,0,I,1,1,N,N,N,N,N,N,N,N,N,N,2,Y
F,39,4,F,4,9.1,Y,Y,N,N,N,Y,N,N,N,N,4,Y
M,18,0,R,3,7.9,N,N,N,N,N,N,Y,N,N,N,2,Y
F,58,3,F,1,3,Y,N,N,N,N,N,N,N,Y,N,3,Y
M,24,0,R,8,6,N,N,N,N,N,N,N,N,N,N,3,Y
F,29,4,F,1,4,N,N,N,N,N,N,Y,N,N,N,3,Y
M,22,0,S,2,9,Y,N,N,N,N,N,Y,N,N,N,3,Y
F,22,0,S,3,12.9,N,N,N,N,N,N,N,N,N,N,2,Y
F,21,0,R,1,7,N,Y,N,N,N,N,N,N,N,N,4,Y
M,22,0,S,3,8,N,N,N,N,N,N,N,N,N,N,1,Y
M,32,1,F,3,2.6,N,N,N,N,N,N,N,N,N,N,4,Y
